20000906;SHUL4;SCHULZ;PN *;1300;1300
20000911;SHUL4;SCHULZ;PN *;1320;1320
20000912;SHUL4;SCHULZ;PN *;1400;1400
20000913;SHUL4;SCHULZ;PN *;1420;1410
20000918;SHUL4;SCHULZ;PN *;1350;1360
20000926;SHUL4;SCHULZ;PN *;1350;1350
20001005;SHUL4;SCHULZ;PN *;1272;1499
20001011;SHUL4;SCHULZ;PN *;1348;1348
20001018;SHUL4;SCHULZ;PN *;1300;1300
20001019;SHUL4;SCHULZ;PN *;1250;1250
20001020;SHUL4;SCHULZ;PN *;1260;1260
20001031;SHUL4;SCHULZ;PN *;1350;1400
20001103;SHUL4;SCHULZ;PN *;1230;1260
20001106;SHUL4;SCHULZ;PN *;1200;1200
20001108;SHUL4;SCHULZ;PN *;1200;1200
20001110;SHUL4;SCHULZ;PN *;1200;1200
20001114;SHUL4;SCHULZ;PN *;1300;1300
20001117;SHUL4;SCHULZ;PN *;1218;1218
20001121;SHUL4;SCHULZ;PN *;1300;1300
20001128;SHUL4;SCHULZ;PN *;1150;1100
20001129;SHUL4;SCHULZ;PN *;1100;1100
20001201;SHUL4;SCHULZ;PN *;1100;1100
20001205;SHUL4;SCHULZ;PN *;1100;1100
20001206;SHUL4;SCHULZ;PN *;1100;1000
20001207;SHUL4;SCHULZ;PN *;1050;950
20001208;SHUL4;SCHULZ;PN *;1100;1060
20001212;SHUL4;SCHULZ;PN *;1021;1020
20001221;SHUL4;SCHULZ;PN *;1080;1080
20001227;SHUL4;SCHULZ;PN *;1399;1399
20000414;SHUL4;SCHULZ;PN *;950;810
20000407;SHUL4;SCHULZ;PN *;1000;1000
20000417;SHUL4;SCHULZ;PN *;880;920
20000418;SHUL4;SCHULZ;PN *;1000;1000
20000424;SHUL4;SCHULZ;PN *;1100;940
20000426;SHUL4;SCHULZ;PN *;1000;1100
20000428;SHUL4;SCHULZ;PN *;1150;1200
20000502;SHUL4;SCHULZ;PN *;1130;1130
20000510;SHUL4;SCHULZ;PN *;1050;1050
20000511;SHUL4;SCHULZ;PN *;1050;1050
20000515;SHUL4;SCHULZ;PN *;1050;1050
20000516;SHUL4;SCHULZ;PN *;1000;1000
20000517;SHUL4;SCHULZ;PN *;1015;1000
20000518;SHUL4;SCHULZ;PN *;1000;1020
20000522;SHUL4;SCHULZ;PN *;1050;1050
20000523;SHUL4;SCHULZ;PN *;1100;1100
20000524;SHUL4;SCHULZ;PN *;1150;1150
20000525;SHUL4;SCHULZ;PN *;1190;1190
20000602;SHUL4;SCHULZ;PN *;1150;1180
20000605;SHUL4;SCHULZ;PN *;1220;1220
20000606;SHUL4;SCHULZ;PN *;1280;1105
20000607;SHUL4;SCHULZ;PN *;1150;1200
20000609;SHUL4;SCHULZ;PN *;1200;1200
20000614;SHUL4;SCHULZ;PN *;1300;1320
20000615;SHUL4;SCHULZ;PN *;1350;1400
20000619;SHUL4;SCHULZ;PN *;1390;1390
20000628;SHUL4;SCHULZ;PN *;1398;1398
20000630;SHUL4;SCHULZ;PN *;1400;1480
20000703;SHUL4;SCHULZ;PN *;1499;1499
20000714;SHUL4;SCHULZ;PN *;1389;1389
20000725;SHUL4;SCHULZ;PN *;1300;1281
20000731;SHUL4;SCHULZ;PN *;1479;1330
20000808;SHUL4;SCHULZ;PN *;1347;1299
20000809;SHUL4;SCHULZ;PN *;1290;1300
20000811;SHUL4;SCHULZ;PN *;1300;1300
20000816;SHUL4;SCHULZ;PN *;1300;1300
20000818;SHUL4;SCHULZ;PN *;1380;1350
20000822;SHUL4;SCHULZ;PN *;1400;1400
20000823;SHUL4;SCHULZ;PN *;1390;1390
20000824;SHUL4;SCHULZ;PN *;1350;1350
20000825;SHUL4;SCHULZ;PN *;1350;1340
20000830;SHUL4;SCHULZ;PN *;1340;1340
20000831;SHUL4;SCHULZ;PN *;1390;1390
20000901;SHUL4;SCHULZ;PN *;1360;1321
20000904;SHUL4;SCHULZ;PN *;1320;1310
20000905;SHUL4;SCHULZ;PN *;1310;1320
20000406;SHUL4;SCHULZ;PN *;940;960
20000103;SHUL4;SCHULZ;PN *;1200;1220
20000107;SHUL4;SCHULZ;PN *;1250;1250
20000110;SHUL4;SCHULZ;PN *;1300;1300
20000111;SHUL4;SCHULZ;PN *;1250;1250
20000113;SHUL4;SCHULZ;PN *;1150;1240
20000114;SHUL4;SCHULZ;PN *;1150;1240
20000117;SHUL4;SCHULZ;PN *;1100;1250
20000118;SHUL4;SCHULZ;PN *;1350;1350
20000120;SHUL4;SCHULZ;PN *;1350;1390
20000124;SHUL4;SCHULZ;PN *;1260;1260
20000126;SHUL4;SCHULZ;PN *;1300;1300
20000128;SHUL4;SCHULZ;PN *;1100;1199
20000201;SHUL4;SCHULZ;PN *;1200;1210
20000202;SHUL4;SCHULZ;PN *;1100;1100
20000203;SHUL4;SCHULZ;PN *;1150;1100
20000204;SHUL4;SCHULZ;PN *;1100;1100
20000405;SHUL4;SCHULZ;PN *;1000;1000
20000208;SHUL4;SCHULZ;PN *;1200;1197
20000209;SHUL4;SCHULZ;PN *;1300;1140
20000210;SHUL4;SCHULZ;PN *;1130;1050
20000211;SHUL4;SCHULZ;PN *;1100;1130
20000215;SHUL4;SCHULZ;PN *;1150;1150
20000222;SHUL4;SCHULZ;PN *;1200;1200
20000301;SHUL4;SCHULZ;PN *;1185;1185
20000404;SHUL4;SCHULZ;PN *;1129;1129
20000323;SHUL4;SCHULZ;PN *;1100;1179
20010102;SHUL4;SCHULZ;PN *;1150;1150
20010103;SHUL4;SCHULZ;PN *;1100;1100
20010104;SHUL4;SCHULZ;PN *;1100;1100
20010109;SHUL4;SCHULZ;PN *;1150;1150
20010110;SHUL4;SCHULZ;PN *;1181;1180
20010115;SHUL4;SCHULZ;PN *;1200;1200
20010117;SHUL4;SCHULZ;PN *;1220;1220
20010118;SHUL4;SCHULZ;PN *;1250;1250
20010122;SHUL4;SCHULZ;PN *;1270;1270
20010123;SHUL4;SCHULZ;PN *;1320;1320
20010130;SHUL4;SCHULZ;PN *;1200;1200
20010131;SHUL4;SCHULZ;PN *;1180;1180
20010201;SHUL4;SCHULZ;PN *;1220;1200
20010207;SHUL4;SCHULZ;PN *;1200;1200
20010208;SHUL4;SCHULZ;PN *;1250;1300
20010213;SHUL4;SCHULZ;PN *;1330;1330
20010215;SHUL4;SCHULZ;PN *;1250;1250
20010220;SHUL4;SCHULZ;PN *;1250;1200
20010301;SHUL4;SCHULZ;PN *;1200;1200
20010302;SHUL4;SCHULZ;PN *;1200;1197
20010308;SHUL4;SCHULZ;PN *;1150;1150
20010309;SHUL4;SCHULZ;PN *;1031;1031
20010321;SHUL4;SCHULZ;PN *;990;990
20010327;SHUL4;SCHULZ;PN *;1020;1020
20010402;SHUL4;SCHULZ;PN *;950;950
20010409;SHUL4;SCHULZ;PN *;970;970
20010419;SHUL4;SCHULZ;PN *;950;950
20010426;SHUL4;SCHULZ;PN *;950;950
20010430;SHUL4;SCHULZ;PN *;970;980
20010502;SHUL4;SCHULZ;PN *;990;990
20010503;SHUL4;SCHULZ;PN *;990;1000
20010504;SHUL4;SCHULZ;PN *;1000;1020
20010510;SHUL4;SCHULZ;PN *;1000;1010
20010511;SHUL4;SCHULZ;PN *;1020;1020
20010606;SHUL4;SCHULZ;PN *;992;992
20010607;SHUL4;SCHULZ;PN *;982;960
20010608;SHUL4;SCHULZ;PN *;980;980
20010710;SHUL4;SCHULZ;PN *;1000;1000
20010712;SHUL4;SCHULZ;PN *;1000;1000
20010713;SHUL4;SCHULZ;PN *;1030;1000
20010718;SHUL4;SCHULZ;PN *;1030;1030
20010719;SHUL4;SCHULZ;PN *;1000;1000
20010802;SHUL4;SCHULZ;PN *;1000;1000
20011011;SHUL4;SCHULZ;PN *;800;800
20011015;SHUL4;SCHULZ;PN *;800;800
20011101;SHUL4;SCHULZ;PN *;651;651
20011105;SHUL4;SCHULZ;PN *;900;900
20011119;SHUL4;SCHULZ;PN *;990;990
20011127;SHUL4;SCHULZ;PN *;1000;1000
20011130;SHUL4;SCHULZ;PN *;1050;1050
20011207;SHUL4;SCHULZ;PN *;1080;1100
20011210;SHUL4;SCHULZ;PN *;1115;1200
20011211;SHUL4;SCHULZ;PN *;1170;1170
20011212;SHUL4;SCHULZ;PN *;1190;1190
20011214;SHUL4;SCHULZ;PN *;1210;1210
20011218;SHUL4;SCHULZ;PN *;1230;1230
20011221;SHUL4;SCHULZ;PN *;1270;1270
20011226;SHUL4;SCHULZ;PN *;1300;1300
20011227;SHUL4;SCHULZ;PN *;1350;1380
20011228;SHUL4;SCHULZ;PN *;1400;1400
20020108;SHUL4;SCHULZ;PN *;1415;1415
20020131;SHUL4;SCHULZ;PN *;1300;1300
20020225;SHUL4;SCHULZ;PN *;1294;1295
20020304;SHUL4;SCHULZ;PN *ED;1230;1200
20020312;SHUL4;SCHULZ;PN *;970;970
20020319;SHUL4;SCHULZ;PN *;950;950
20020424;SHUL4;SCHULZ;PN *;1200;1200
20020425;SHUL4;SCHULZ;PN *;1200;1200
20020426;SHUL4;SCHULZ;PN *;1250;1200
20020429;SHUL4;SCHULZ;PN *;1103;1103
20020510;SHUL4;SCHULZ;PN *;1030;1000
20020517;SHUL4;SCHULZ;PN *;930;930
20020521;SHUL4;SCHULZ;PN *;930;930
20020524;SHUL4;SCHULZ;PN *;930;930
20020528;SHUL4;SCHULZ;PN *;950;950
20020603;SHUL4;SCHULZ;PN *;950;950
20020619;SHUL4;SCHULZ;PN *;950;950
20020621;SHUL4;SCHULZ;PN *;900;900
20020807;SHUL4;SCHULZ;PN *;900;900
20020809;SHUL4;SCHULZ;PN *;922;922
20020816;SHUL4;SCHULZ;PN *;1000;1000
20020826;SHUL4;SCHULZ;PN *;1000;1000
20020830;SHUL4;SCHULZ;PN *;1000;1000
20020905;SHUL4;SCHULZ;PN *;1007;1007
20020927;SHUL4;SCHULZ;PN *;1050;1050
20021010;SHUL4;SCHULZ;PN *;1000;1000
20021101;SHUL4;SCHULZ;PN *;1050;1050
20021107;SHUL4;SCHULZ;PN *;1050;1050
20021113;SHUL4;SCHULZ;PN *;1100;1100
20021114;SHUL4;SCHULZ;PN *;1100;1100
20021204;SHUL4;SCHULZ;PN *;1050;1100
20021218;SHUL4;SCHULZ;PN *;1150;1150
20030402;SHUL4;SCHULZ;PN *;1100;1099
